498.0,503.0,508.0,513.0,518.0,523.0,528.0,533.0,538.0,543.0,548.0,553.0,558.0,563.0,568.0,573.0,578.0,583.0,588.0,593.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0
0,1,0,0,1,1,2,1,1,1,1,2,5,5,5,4,3,2,0,1
2,2,1,3,3,2,5,4,5,8,6,5,8,9,8,7,5,5,5,3
7,3,6,4,6,6,8,4,7,10,9,12,13,11,10,12,7,9,7,6
7,6,8,7,7,8,8,8,11,11,14,14,14,10,13,12,11,10,12,13
10,10,7,8,8,9,10,11,10,13,11,13,13,13,14,11,12,12,11,14
10,13,11,9,9,10,10,13,10,11,8,9,13,14,10,11,12,13,9,13
15,13,12,12,14,9,11,10,10,7,7,8,10,12,7,9,11,11,9,10
13,11,9,15,14,11,10,9,9,6,6,6,9,8,6,7,9,9,11,12
10,8,7,9,12,11,8,10,7,7,7,6,6,5,6,6,8,9,10,9
9,6,6,5,7,9,5,8,5,5,4,5,5,5,5,5,5,6,8,7
6,4,2,4,4,8,4,4,4,5,3,5,4,2,2,4,5,5,6,6
4,2,2,2,2,4,1,1,1,4,0,3,3,1,2,4,5,4,3,3
4,2,2,2,2,2,0,0,0,0,0,2,3,1,2,4,3,2,3,1
3,2,2,2,2,2,0,1,0,0,0,1,2,1,2,3,1,1,2,1
2,2,2,2,1,1,1,0,0,0,0,2,1,1,1,1,1,1,2,0
1,2,2,2,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0
1,1,1,2,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0
1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
