208.0,213.0,218.0,223.0,228.0,233.0,238.0,243.0,248.0,253.0,258.0,263.0,268.0,273.0,278.0,283.0,288.0,293.0,298.0,303.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,1,1,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1
0,0,1,0,2,1,2,0,0,0,2,1,2,1,2,0,2,3,0,3
2,3,0,2,2,4,3,2,5,2,6,2,4,1,1,0,3,3,2,5
4,5,1,4,5,4,4,3,7,6,6,2,2,4,4,4,6,7,4,6
7,7,4,6,7,5,4,4,12,13,9,3,7,8,5,5,7,7,5,11
7,11,5,6,6,6,4,4,13,13,12,5,9,13,6,8,5,9,6,13
11,11,5,6,9,7,4,4,13,13,12,5,10,13,7,8,7,9,10,12
9,11,8,10,10,8,6,6,11,11,11,8,10,12,10,9,6,6,13,10
9,8,7,9,10,8,6,5,8,9,11,7,10,9,8,8,7,8,12,7
7,7,4,8,8,9,6,5,9,7,8,7,12,9,8,7,6,7,12,6
6,8,5,7,9,9,8,7,6,5,8,7,8,6,7,6,5,8,10,5
6,6,5,5,10,8,7,6,3,4,5,8,6,5,8,6,5,4,8,5
5,3,5,6,6,5,7,6,2,4,4,8,5,4,7,6,3,5,7,3
5,2,5,5,6,6,5,6,2,3,2,6,4,4,5,3,3,5,4,3
4,2,4,4,5,5,5,5,1,4,0,4,3,2,3,3,3,3,1,3
4,2,3,1,2,3,4,4,1,2,0,2,3,1,2,2,2,3,0,3
2,0,2,1,1,0,4,4,1,2,0,1,4,0,2,2,2,3,0,2
1,0,1,1,0,0,4,2,1,1,0,1,3,0,0,1,1,2,0,1
1,0,1,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
